Cluster,Progress,Score,Phase,Engagement,Action_ID,Action_Name,Q_Value
4,0.75,0.5,2,1,6,view_content (current),0.053049559999999996
4,0.75,0.5,2,1,3,review_quiz (past),0.07036400938061732
4,0.75,0.5,2,1,9,submit_quiz (current),3.0728666378192795
4,0.75,0.5,2,1,8,attempt_quiz (current),0.7799694046783703
4,0.75,0.5,2,1,13,attempt_quiz (future),0.16288592978169764
4,0.75,0.5,2,1,10,review_quiz (current),0.4061807206339373
4,0.75,0.5,2,1,11,post_forum (current),1.0444015022544266
4,0.75,0.5,2,1,4,post_forum (past),0.47309018858204543
4,0.75,0.5,2,1,14,post_forum (future),0.5608381175880012
4,1.0,0.5,0,1,7,submit_assignment (current),3.151394742144382
4,1.0,0.5,0,1,6,view_content (current),0.15637743677124694
4,1.0,0.5,0,1,9,submit_quiz (current),0.8245580697861185
4,1.0,0.5,0,1,5,view_assignment (current),0.399506000402973
4,1.0,0.5,0,1,1,view_content (past),0.3131150504405694
4,0.75,0.75,0,1,5,view_assignment (current),15.881087934251694
4,0.75,0.75,0,1,3,review_quiz (past),21.93340236355704
4,0.75,0.75,0,1,4,post_forum (past),19.684394725573387
4,0.75,0.75,0,1,10,review_quiz (current),21.235578378845076
