state,action,q_value
0_3_True_1.00_1_1.00_0,Previous,0.1194297478595576
0_2_True_1.00_3_0.00_2,Next,1.0565562685179843
0_2_True_2.00_1_1.00_1,Go_to_high_level,0.6380509853126216
0_3_True_1.00_2_1.00_0,Go_to_high_level,1.625281198611073
2_3_True_1.00_3_0.00_0,Go_to_low_level,0.5140152965324709
2_3_True_1.00_2_0.00_0,Stay,-0.36136260627816086
1_2_True_2.00_3_1.00_0,Previous,0.03162090002794172
1_2_True_2.00_3_1.00_0,Next,0.10948128691949328
1_2_True_2.00_1_0.00_0,Next,2.482127401490405
1_2_True_2.00_2_1.00_4,Stay,-0.6000000000000001
1_2_True_2.00_2_1.00_4,Go_to_high_level,-0.04424639734195346
1_2_True_2.00_2_0.00_3,Stay,-0.9218668064890191
0_2_True_2.00_2_1.00_0,Go_to_high_level,0.4637771298985207
0_2_True_1.00_1_0.00_4,Go_to_high_level,2.2288756819209166
0_3_True_1.00_3_1.00_5,Previous,0.7936648639811233
0_2_True_1.00_3_1.00_4,Previous,0.43417178546346213
0_2_True_1.00_1_1.00_2,Stay,-0.9680904631718827
0_2_True_1.00_3_1.00_2,Stay,1.8005175319736106
1_3_True_0.00_3_1.00_1,Go_to_low_level,2.28268348125176
1_3_True_1.00_2_1.00_2,Go_to_high_level,0.31253463856514396
0_4_True_1.00_1_1.00_2,Previous,1.4709306967217577
1_4_True_0.00_3_1.00_3,Stay,0.70254366
2_2_True_1.00_2_1.00_1,Stay,-0.12264667045374689
2_2_True_1.00_2_1.00_1,Next,0.7281784899742848
2_2_True_1.00_1_0.00_1,Go_to_high_level,0.6741376196932465
2_2_True_1.00_1_1.00_1,Stay,0.035929785357048605
2_2_True_1.00_1_1.00_1,Previous,0.7372568002258224
2_2_True_0.00_1_0.00_1,Go_to_low_level,0.807117320502973
2_2_True_0.00_1_1.00_1,Go_to_high_level,0.9797059255051392
2_2_True_0.00_2_1.00_1,Go_to_low_level,0.8862097046717579
1_2_True_0.00_2_0.00_0,Stay,0.6589828089642749
1_2_True_2.00_3_1.00_1,Stay,-0.9076848041788349
1_2_True_2.00_1_1.00_2,Stay,-0.4467750202027283
1_2_True_2.00_2_1.00_1,Go_to_low_level,-0.5894412657794164
1_3_True_0.00_1_1.00_0,Stay,0.3414963808139878
2_3_True_0.00_3_0.00_0,Stay,0.8280089090851229
2_3_True_0.00_1_0.00_0,Previous,2.2931274108485695
2_3_True_0.00_2_1.00_0,Previous,0.9562635909697736
2_2_True_0.00_2_2.00_0,Go_to_low_level,1.2804398403763049
0_3_True_1.00_2_0.00_4,Previous,1.0059196251944085
0_4_True_1.00_1_1.00_4,Stay,0.7774221481546044
2_2_True_0.00_3_2.00_0,Previous,1.0584760537017186
1_4_True_0.00_1_1.00_2,Previous,0.6124122656502662
0_3_True_0.00_1_0.00_1,Go_to_high_level,1.7705078919719615
0_3_True_0.00_2_0.00_1,Stay,2.750907216508341
1_1_False_2.00_0_1.00_3,Go_to_high_level,0.3294192230705792
1_3_True_0.00_3_1.00_2,Go_to_high_level,2.1169189641446144
1_2_True_1.00_3_1.00_2,Previous,-0.34895268558202175
1_2_True_1.00_3_1.00_4,Stay,0.7362824818175446
1_1_False_2.00_0_1.00_4,Next,0.15078945889184442
2_3_True_0.00_2_0.00_0,Previous,1.875361049676219
2_2_True_1.00_2_2.00_0,Go_to_high_level,0.49832762019781945
0_3_True_1.00_2_0.00_5,Previous,-0.09566964381667871
0_2_True_2.00_3_0.00_1,Go_to_high_level,0.16709306967217574
0_2_True_1.00_1_1.00_4,Stay,0.0914571481433681
1_2_True_2.00_2_0.00_1,Go_to_high_level,0.0996818712179749
1_2_True_2.00_2_0.00_1,Next,0.25417044651166754
1_3_True_1.00_2_1.00_0,Next,0.5825835756738104
0_3_True_2.00_1_0.00_2,Previous,-0.2
0_3_True_2.00_1_0.00_1,Stay,0.07256741041701735
0_2_True_2.00_2_0.00_1,Next,1.4447204694359554
0_3_True_2.00_2_0.00_1,Stay,-0.37745439740138853
0_3_True_1.00_2_1.00_1,Previous,2.424300631987509
0_3_True_1.00_2_1.00_1,Next,1.772057054307274
2_3_True_0.00_2_1.00_1,Go_to_low_level,1.194303389889382
2_3_True_0.00_1_1.00_1,Previous,1.4117917339915866
2_3_True_1.00_1_1.00_1,Go_to_high_level,0.48864007507821183
